"","collectionCode","catalogNumber","animal_id","scientificName","commonName","dateLastModified","glatos_array","station","receiver_sn","bottomDepth","receiverDepth","transmitter_id","transmitter_codespace","sensorName","sensorRaw","sensorType","sensor_value","sensor_unit","detection_timestamp_utc","uncorrectedDateCollectedUTC","deploy_long","deploy_lat","geodeticDatum","geometry","localArea","citation","unqDetecID","contactPOC","contactPI","min_lag","passed_filter","is_singleton","dist_m","time_diff_s","calc_velocity","fast_move"
"11","OTN.SABMPA","SABMPA-MPA-SAB-0008","SABMPA-MPA-SAB-0008","Anarhichas lupus","Atlantic striped wolffish","2019-12-19","OTN.GDL","GDL-WG-106_20191120-315130","450156",NA,NA,"A69-1601-57332","A69-1601",NA,NA,"pinger",NA,NA,2019-11-02 20:01:59,"2019-11-02 20:01:59",-59.16798,46.02944,"EPSG:4326","0101000020E6100000E8305F5E80954DC0DD989EB0C4034740","SCOTIAN SHELF","Davis, R.F., Hebert, D., Pye, J. 2011. Slocum glider operations in support of OTN tracking and oceanographic research.","GDL-A69-1601-57332-315130","Adam Comeau (ajcomeau@dal.ca)","Richard Davis (richard.davis@dal.ca), Dave Hebert (david.hebert@dfo-mpo.gc.ca)",90,1,FALSE,156.137380589358,137,1.13968890941137,FALSE
"12","OTN.SABMPA","SABMPA-MPA-SAB-0008","SABMPA-MPA-SAB-0008","Anarhichas lupus","Atlantic striped wolffish","2019-12-19","OTN.GDL","GDL-WG-106_20191120-314399","450156",NA,NA,"A69-1601-57332","A69-1601",NA,NA,"pinger",NA,NA,2019-11-02 20:03:29,"2019-11-02 20:03:29",-59.16665,46.02945,"EPSG:4326","0101000020E61000006FF085C954954DC0006F8104C5034740","SCOTIAN SHELF","Davis, R.F., Hebert, D., Pye, J. 2011. Slocum glider operations in support of OTN tracking and oceanographic research.","GDL-A69-1601-57332-314399","Adam Comeau (ajcomeau@dal.ca)","Richard Davis (richard.davis@dal.ca), Dave Hebert (david.hebert@dfo-mpo.gc.ca)",90,1,FALSE,102.798872720558,90,1.14220969689509,FALSE
"13","OTN.SABMPA","SABMPA-MPA-SAB-0008","SABMPA-MPA-SAB-0008","Anarhichas lupus","Atlantic striped wolffish","2019-12-19","OTN.GDL","GDL-WG-106_20191120-314799","450156",NA,NA,"A69-1601-57332","A69-1601",NA,NA,"pinger",NA,NA,2019-11-02 20:05:25,"2019-11-02 20:05:25",-59.16495,46.02947,"EPSG:4326","0101000020E6100000D3BCE3141D954DC0481B47ACC5034740","SCOTIAN SHELF","Davis, R.F., Hebert, D., Pye, J. 2011. Slocum glider operations in support of OTN tracking and oceanographic research.","GDL-A69-1601-57332-314799","Adam Comeau (ajcomeau@dal.ca)","Richard Davis (richard.davis@dal.ca), Dave Hebert (david.hebert@dfo-mpo.gc.ca)",116,1,FALSE,131.408177098376,116,1.13282911291703,FALSE
"14","OTN.SABMPA","SABMPA-MPA-SAB-0015","SABMPA-MPA-SAB-0015","Anarhichas lupus","Atlantic striped wolffish","2023-02-15","OTN.SABMPA","V2LSCF-S14","546076",NA,NA,"A69-1601-55030","A69-1601",NA,NA,"pinger",NA,NA,2016-06-29 21:45:32,"2016-06-29 21:43:38",-59.0985,46.02165,"EPSG:4326","0101000020E6100000F853E3A59B8C4DC0ADFA5C6DC5024740","St. Anns Bank","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-A69-1601-55030-2800992","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca), Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)",481,1,FALSE,NA,NA,NA,FALSE
"15","OTN.SABMPA","SABMPA-MPA-SAB-0015","SABMPA-MPA-SAB-0015","Anarhichas lupus","Atlantic striped wolffish","2023-02-15","OTN.SABMPA","V2LSCF-S14","546076",NA,NA,"A69-1601-55030","A69-1601",NA,NA,"pinger",NA,NA,2016-06-29 21:53:33,"2016-06-29 21:51:39",-59.0985,46.02165,"EPSG:4326","0101000020E6100000F853E3A59B8C4DC0ADFA5C6DC5024740","St. Anns Bank","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-A69-1601-55030-2801001","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca), Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)",300,1,FALSE,0,481,0,FALSE
"16","OTN.SABMPA","SABMPA-MPA-SAB-0015","SABMPA-MPA-SAB-0015","Anarhichas lupus","Atlantic striped wolffish","2023-02-15","OTN.SABMPA","V2LSCF-S14","546076",NA,NA,"A69-1601-55030","A69-1601",NA,NA,"pinger",NA,NA,2016-06-29 21:58:33,"2016-06-29 21:56:39",-59.0985,46.02165,"EPSG:4326","0101000020E6100000F853E3A59B8C4DC0ADFA5C6DC5024740","St. Anns Bank","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-A69-1601-55030-2801003","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca), Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)",300,1,FALSE,0,300,0,FALSE
"17","OTN.SABMPA","SABMPA-MPA-SAB-0015","SABMPA-MPA-SAB-0015","Anarhichas lupus","Atlantic striped wolffish","2023-02-15","OTN.SABMPA","V2LSCF-S14","546076",NA,NA,"A69-1601-55030","A69-1601",NA,NA,"pinger",NA,NA,2016-06-29 22:06:32,"2016-06-29 22:04:38",-59.0985,46.02165,"EPSG:4326","0101000020E6100000F853E3A59B8C4DC0ADFA5C6DC5024740","St. Anns Bank","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-A69-1601-55030-2801004","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca), Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)",479,1,FALSE,0,479,0,FALSE
"18","OTN.SABMPA","SABMPA-MPA-SAB-0015","SABMPA-MPA-SAB-0015","Anarhichas lupus","Atlantic striped wolffish","2023-02-15","OTN.SABMPA","V2LSCF-S14","546076",NA,NA,"A69-1601-55030","A69-1601",NA,NA,"pinger",NA,NA,2016-06-30 19:41:56,"2016-06-30 19:40:00",-59.0985,46.02165,"EPSG:4326","0101000020E6100000F853E3A59B8C4DC0ADFA5C6DC5024740","St. Anns Bank","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-A69-1601-55030-2801032","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca), Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)",275,1,FALSE,0,77724,0,FALSE
"19","OTN.SABMPA","SABMPA-MPA-SAB-0015","SABMPA-MPA-SAB-0015","Anarhichas lupus","Atlantic striped wolffish","2023-02-15","OTN.SABMPA","V2LSCF-S14","546076",NA,NA,"A69-1601-55030","A69-1601",NA,NA,"pinger",NA,NA,2016-06-30 19:46:31,"2016-06-30 19:44:35",-59.0985,46.02165,"EPSG:4326","0101000020E6100000F853E3A59B8C4DC0ADFA5C6DC5024740","St. Anns Bank","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-A69-1601-55030-2801033","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca), Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)",275,1,FALSE,0,275,0,FALSE
"20","OTN.SABMPA","SABMPA-MPA-SAB-0015","SABMPA-MPA-SAB-0015","Anarhichas lupus","Atlantic striped wolffish","2023-02-15","OTN.SABMPA","V2LSCF-S14","546076",NA,NA,"A69-1601-55030","A69-1601",NA,NA,"pinger",NA,NA,2016-06-30 19:57:55,"2016-06-30 19:55:59",-59.0985,46.02165,"EPSG:4326","0101000020E6100000F853E3A59B8C4DC0ADFA5C6DC5024740","St. Anns Bank","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-A69-1601-55030-2801034","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca), Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)",130,1,FALSE,0,684,0,FALSE
"21","OTN.SABMPA","SABMPA-MPA-SAB-0015","SABMPA-MPA-SAB-0015","Anarhichas lupus","Atlantic striped wolffish","2023-02-15","OTN.SABMPA","V2LSCF-S14","546076",NA,NA,"A69-1601-55030","A69-1601",NA,NA,"pinger",NA,NA,2016-06-30 20:00:05,"2016-06-30 19:58:09",-59.0985,46.02165,"EPSG:4326","0101000020E6100000F853E3A59B8C4DC0ADFA5C6DC5024740","St. Anns Bank","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-A69-1601-55030-2801035","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca), Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)",77,1,FALSE,0,130,0,FALSE
"22","OTN.SABMPA","SABMPA-MPA-SAB-0015","SABMPA-MPA-SAB-0015","Anarhichas lupus","Atlantic striped wolffish","2023-02-15","OTN.SABMPA","V2LSCF-S14","546076",NA,NA,"A69-1601-55030","A69-1601",NA,NA,"pinger",NA,NA,2016-06-30 20:01:22,"2016-06-30 19:59:26",-59.0985,46.02165,"EPSG:4326","0101000020E6100000F853E3A59B8C4DC0ADFA5C6DC5024740","St. Anns Bank","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-A69-1601-55030-2801036","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca), Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)",77,1,FALSE,0,77,0,FALSE
"23","OTN.SABMPA","SABMPA-MPA-SAB-0015","SABMPA-MPA-SAB-0015","Anarhichas lupus","Atlantic striped wolffish","2023-02-15","OTN.SABMPA","V2LSCF-S14","546076",NA,NA,"A69-1601-55030","A69-1601",NA,NA,"pinger",NA,NA,2016-06-30 20:04:51,"2016-06-30 20:02:55",-59.0985,46.02165,"EPSG:4326","0101000020E6100000F853E3A59B8C4DC0ADFA5C6DC5024740","St. Anns Bank","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-A69-1601-55030-2801037","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca), Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)",209,1,FALSE,0,209,0,FALSE
"24","OTN.SABMPA","SABMPA-MPA-SAB-0015","SABMPA-MPA-SAB-0015","Anarhichas lupus","Atlantic striped wolffish","2023-02-15","OTN.SABMPA","V2LSCF-S14","546076",NA,NA,"A69-1601-55030","A69-1601",NA,NA,"pinger",NA,NA,2016-06-30 20:34:04,"2016-06-30 20:32:08",-59.0985,46.02165,"EPSG:4326","0101000020E6100000F853E3A59B8C4DC0ADFA5C6DC5024740","St. Anns Bank","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-A69-1601-55030-2801038","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca), Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)",74,1,FALSE,0,1753,0,FALSE
"25","OTN.SABMPA","SABMPA-MPA-SAB-0015","SABMPA-MPA-SAB-0015","Anarhichas lupus","Atlantic striped wolffish","2023-02-15","OTN.SABMPA","V2LSCF-S14","546076",NA,NA,"A69-1601-55030","A69-1601",NA,NA,"pinger",NA,NA,2016-06-30 20:35:18,"2016-06-30 20:33:22",-59.0985,46.02165,"EPSG:4326","0101000020E6100000F853E3A59B8C4DC0ADFA5C6DC5024740","St. Anns Bank","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-A69-1601-55030-2801039","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca), Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)",74,1,FALSE,0,74,0,FALSE
"26","OTN.SABMPA","SABMPA-MPA-SAB-0015","SABMPA-MPA-SAB-0015","Anarhichas lupus","Atlantic striped wolffish","2023-02-15","OTN.SABMPA","V2LSCF-S14","546076",NA,NA,"A69-1601-55030","A69-1601",NA,NA,"pinger",NA,NA,2016-06-30 20:40:58,"2016-06-30 20:39:02",-59.0985,46.02165,"EPSG:4326","0101000020E6100000F853E3A59B8C4DC0ADFA5C6DC5024740","St. Anns Bank","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-A69-1601-55030-2801040","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca), Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)",340,1,FALSE,0,340,0,FALSE
"27","OTN.SABMPA","SABMPA-MPA-SAB-0015","SABMPA-MPA-SAB-0015","Anarhichas lupus","Atlantic striped wolffish","2023-02-15","OTN.SABMPA","V2LSCF-S14","546076",NA,NA,"A69-1601-55030","A69-1601",NA,NA,"pinger",NA,NA,2016-06-30 20:48:09,"2016-06-30 20:46:13",-59.0985,46.02165,"EPSG:4326","0101000020E6100000F853E3A59B8C4DC0ADFA5C6DC5024740","St. Anns Bank","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-A69-1601-55030-2801041","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca), Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)",431,1,FALSE,0,431,0,FALSE
"28","OTN.SABMPA","SABMPA-MPA-SAB-0015","SABMPA-MPA-SAB-0015","Anarhichas lupus","Atlantic striped wolffish","2023-02-15","OTN.SABMPA","V2LSCF-S14","546076",NA,NA,"A69-1601-55030","A69-1601",NA,NA,"pinger",NA,NA,2016-06-30 20:55:25,"2016-06-30 20:53:29",-59.0985,46.02165,"EPSG:4326","0101000020E6100000F853E3A59B8C4DC0ADFA5C6DC5024740","St. Anns Bank","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-A69-1601-55030-2801042","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca), Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)",120,1,FALSE,0,436,0,FALSE
"29","OTN.SABMPA","SABMPA-MPA-SAB-0015","SABMPA-MPA-SAB-0015","Anarhichas lupus","Atlantic striped wolffish","2023-02-15","OTN.SABMPA","V2LSCF-S14","546076",NA,NA,"A69-1601-55030","A69-1601",NA,NA,"pinger",NA,NA,2016-06-30 20:57:25,"2016-06-30 20:55:29",-59.0985,46.02165,"EPSG:4326","0101000020E6100000F853E3A59B8C4DC0ADFA5C6DC5024740","St. Anns Bank","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-A69-1601-55030-2801043","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca), Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)",120,1,FALSE,0,120,0,FALSE
"30","OTN.SABMPA","SABMPA-MPA-SAB-0015","SABMPA-MPA-SAB-0015","Anarhichas lupus","Atlantic striped wolffish","2023-02-15","OTN.SABMPA","V2LSCF-S14","546076",NA,NA,"A69-1601-55030","A69-1601",NA,NA,"pinger",NA,NA,2016-06-30 21:28:54,"2016-06-30 21:26:58",-59.0985,46.02165,"EPSG:4326","0101000020E6100000F853E3A59B8C4DC0ADFA5C6DC5024740","St. Anns Bank","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-A69-1601-55030-2801044","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca), Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)",228,1,FALSE,0,1889,0,FALSE
