Transect,Date,Time,event_ID,Latitude,Longitude,Pectinariidae,Terebellidae,Chone infundibuliformis,Myxicola,Pseudopotamilla reniformis,Sabellidae 1,Sabellidae 2,Sabellidae 3,Spirorbini,Serpulidae 1,Serpulidae 2,Syllidae,Polynoidae 1,Polynoidae 2,Balanidae,Caprellinae,Chionoecetes opilio,Hyas,Pagurus,Crangonidae ,Pandalidae,Thoridae,Caridea ,Peracarida,Mysidae,Nymphon,Hemithiris psittacea,Terebratulina septentrionalis,Buguloidea,Caberea ellisii,Celleporina,Cystisella saccata,Dendrobeania,Flustra foliacea,Membranipora membranacea ,Securiflustra securifrons,Smittinoidea,Crisia,Exidmonea,Hornera,Infundibulipora lucernaria,Bryozoa 1,Bryozoa 2,Bryozoa 3,Bryozoa 4,Gadus morhua,Gadus,Merluccius bilinearis,Glyptocephalus cynoglossus,Hippoglossoides platessoides,Zoarcoidei,Anarhichas lupus,Artediellus,Icelus,Myoxocephalus scorpius,Triglops murrayi,Agonidae,Eumicrotremus terraenovae,Lumpenus lampretaeformis,Sebastes,Tautogolabrus adspersus,Amblyraja radiata,Aplidium glabrum,Aplidium pallidum,Didemnidae,Ascidia callosa,Boltenia echinata,Boltenia ovifera,Botrylloides,Cnemidocarpa finmarkiensis,Molgula,Ascidiacea 1,Ascidiacea 2,Ascidiacea 3,Ascidiacea 4,Lucernaria quadricornis,Actinoidea 1,Actinoidea 2,Edwardsiidae,Halcampa,Hormathia,Hormathia nodosa,Metridium senile,Ptychodactis patula,Stomphia coccinea 1,Stomphia coccinea 2,Actiniaria 1,Actiniaria 2,Actiniaria 3,Actiniaria 4,Actiniaria 5,Ceriantharia,Clavularia,Malacalcyonacea,Octocorallia,Abietinaria,Sertulariidae ,Aglaopheniidae,Obelia,Thuiaria thuja,Leptothecata 1,Leptothecata 2,Corymorpha pendula,Tubulariidae,Hydrozoa  1,Hydrozoa 2,Hydrozoa 3,Ctenophora,Asteriidae,Stephanasterias albula,Crossaster papposus,Solaster,Henricia,Leptasterias (Hexasterias) polaris,Pteraster,Heliometra glacialis,Echinarachnius parma,Strongylocentrotus ,Cucumaria frondosa,Psolus phantapus,Gorgonocephalus arcticus,Ophiacantha bidentata,Ophiopholis aculeata,Ophiura sarsii,Ophiuridea 1,Ophiuridea 2,Agarum clathratum,Alaria esculenta,Saccharina latissima,Laminaria,Desmarestia,Astarte,Cyclocardia borealis,Chlamys islandica,Crassostrea virginica,Dosinia,Modiolus modiolus,Nuculana,Yoldiidae,Panomya norvegica,Bivalvia 1,Bivalvia 2,Arrhoges occidentalis,Boreotrophon clathratus,Buccinum undatum,Aulacofusus brevicauda,Neptunea decemcostata,Mangeliidae,Epitoniidae,Turritellidae,Margarites 1,Margarites 2,Testudinalia testudinalis,Cadlina laevis,Coryphellidae,Dendronotus,Gastropoda 1,Gastropoda 2,Gastropoda 3,Tonicellinae,Chitonida,Nemertea 1,Nemertea 2,Nemertea 3,Nemertea 4,Nemertea 5,Platyhelminthes 1,Platyhelminthes 2,Brattegardia nanseni,Clathrina,Calcarea 1,Calcarea 2,Craniella,Aplysilla sulfurea,Halichondria (Halichondria) panicea,Halichodria (Eumastia) sitiens,Stylocordyla borealis,Heteroscleromorpha,Hymedesmia (Hymedesmia) canadensis,Hymedesmiidae,Iophon,Mycale (Mycale) lingua,Myxilla (Myxilla) fimbriata,Myxilla,Tedania suctoria,Polymastiidae,Polymastia uberrima,Demospongiae 1,Demospongiae 2,Demospongiae funnel,Porifera encrusting - blue yellow,Porifera encrusting - brown beige,Porifera encrusting - orange veined,Porifera encrusting - pink,Porifera encrusting - white smooth,Porifera encrusting - yellow dark,Porifera encrusting - yellow veined,Porifera encrusting - bumpy yellow white,Porifera massive,Porifera massive with protrusions,Borealithothamnion glaciale,Corallinophycidae,Peyssonnelia rosenvingei,Cermothamnion coulteri,Phycodrys rubens,Ptilota serrata,Spermothamnion,Gigartinales,Coccotylus truncatus,Palmaria palmata,Chromista,Animalia_1,Animalia_2,Animalia_3,Animalia_4,Animalia_5,Boreolithothamnion glaciale dead,Animalia_6,Animalia_7,Animalia_8,Animalia_9,Animalia_10,Animalia_11
CON011,20230815,150841,CON011_20230815_150841,45.94413833,-59.31791333,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,1,1,1,,,1,1,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,1,1,,,,1,1,,,,,,,,,,,,,,,,,1,,,,1,,,
CON011,20230815,151101,CON011_20230815_151101,45.94356,-59.318295,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,1,1,,,,1,,,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,1,1,1,1,,1,,1,1,1,,,,,,,,,,,,,,,1,1,,,,,,,
CON011,20230815,151238,CON011_20230815_151238,45.94321333,-59.31857333,,,,,,,,,,1,,,,,1,,,,,,1,,1,,,1,,,,,1,1,1,1,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,1,,,1,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,1,,,,,,,,,,,1,1,,,,1,1,,,,,,,,,,,,,,,,1,,,1,,,,,
CON011,20230815,151425,CON011_20230815_151425,45.94276833,-59.31883,,,,,,,,,,1,1,,,,1,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,1,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,
CON012,20230815,174139,CON012_20230815_174139,45.99022,-59.20917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,1,,,,1,,1,,,1,,1,,1,,1,,,1,1,,,,1,,,
CON012,20230815,174359,CON012_20230815_174359,45.98974,-59.20952167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,1,,1,,,,,,,1,1,1,,,,,,
CON012,20230815,174611,CON012_20230815_174611,45.98929833,-59.20982833,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,1,,,1,,1,1,1,,,,,1,1,1,,,,,,
CON012,20230815,174908,CON012_20230815_174908,45.988795,-59.21023,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,1,,1,,,,,,1,1,,,,,,
CON012,20230815,175234,CON012_20230815_175234,45.98825333,-59.210745,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,1,,1,,,,,1,1,1,,,,,,
CON012,20230815,175551,CON012_20230815_175551,45.987675,-59.21131,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,1,,,1,,1,,,,,,,1,,1,,,,,,
CON012,20230815,175840,CON012_20230815_175840,45.98707833,-59.21173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,1,,1,,,,,1,1,1,,,,1,,
CON013,20230815,183410,CON013_20230815_183410,45.988155,-59.22748333,,,,,1,,,,,1,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,1,1,,,1,,1,,1,,1,,,1,1,1,,,,,,
CON013,20230815,183710,CON013_20230815_183710,45.987725,-59.22806667,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,1,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,1,,,,,,,1,1,1,,,,1,,
CON013,20230815,183949,CON013_20230815_183949,45.98733,-59.22852333,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,1,,,1,1,1,,,,,,
CON013,20230815,184201,CON013_20230815_184201,45.98686,-59.22896,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,1,,,,,1,1,1,,,,,,
CON013,20230815,184417,CON013_20230815_184417,45.98641667,-59.22940667,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,,1,,1,,,,,,,1,1,1,,,,,,
CON013,20230815,184617,CON013_20230815_184617,45.98606667,-59.22982167,,,,,,,,,1,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,1,1,1,,1,,,,
CON013,20230815,184828,CON013_20230815_184828,45.98564167,-59.23031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,1,,,1,,,1,,,,,,1,1,1,,,1,,,
CON013,20230815,185041,CON013_20230815_185041,45.98521833,-59.23076,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,,,1,1,1,1,1,,1,1,1,,1,,,,
CON013,20230815,185259,CON013_20230815_185259,45.98468,-59.23133667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,1,1,,,,1,,1,,1,,,,,1,1,1,,,,,,
CON014,20230815,190222,CON014_20230815_190222,45.98275167,-59.23398333,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,1,,,1,1,,,,1,,,,1,,,,,1,1,1,1,,,,,
CON014,20230815,190425,CON014_20230815_190425,45.982495,-59.23453167,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1,,,,1,,1,,1,,,,,1,,1,,,,,,
CON014,20230815,190728,CON014_20230815_190728,45.98226667,-59.23515667,,,,,,,,,1,1,,,,,1,,,,,1,1,,,,,1,,,1,1,,,,,,1,,1,,,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,1,1,,,,1,,1,,1,,,,,1,,1,1,,,,,
CON014,20230815,191007,CON014_20230815_191007,45.98198667,-59.23583833,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,1,,1,,,,,1,,1,,,1,,,
CON014,20230815,191259,CON014_20230815_191259,45.98164333,-59.23647167,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,1,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,1,,,,,1,,1,,,,,1,,,,,,,,,1,,1,,1,,,,,1,,,,1,,1,,,,,,,,,,1,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,1,,1,1,,1,,1,,,,,1,1,1,,,,,,
